id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
3	0	56	59	875	45	267	819	507	3
2	0	34	34	1553	375	146	1519	998	0
5	0	65	69	1650	342	219	1585	1024	4
6	1	68	103	1776	136	0	1708	1572	35
9	1	103	488	1800	198	262	1697	1237	385
7	2	69	212	2783	409	108	2714	2197	143
8	1	97	352	2974	443	687	2877	1747	255
10	1	112	619	2991	333	479	2879	2067	507
4	2	59	65	3015	367	198	2956	2391	6
1	4	0	0	3170	522	659	3170	1989	0
0	0	0	0	3170	0	0	3170	3170	0
