id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	14	14	109	95	0	95	0	0
4	0	17	124	195	44	1	178	133	107
9	0	98	109	309	59	1	211	151	11
10	0	99	372	448	76	0	349	273	273
8	0	89	556	747	128	2	658	528	467
7	0	60	195	1004	357	15	944	572	135
1	0	0	0	1117	279	22	1117	816	0
5	0	21	1310	1578	268	0	1557	1289	1289
6	0	32	111	1699	327	4	1667	1336	79
3	0	15	309	2142	506	8	2127	1613	294
0	0	0	0	2142	3	0	2142	2139	0
