id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
4	0	11	23	36	13	0	25	12	12
6	0	31	41	48	7	0	17	10	10
8	0	57	57	80	23	0	23	0	0
1	0	0	0	109	12	77	109	20	0
7	0	48	48	129	7	53	81	21	0
5	0	29	36	147	7	104	118	7	7
2	0	9	9	245	19	217	236	0	0
3	0	10	15	277	12	250	267	5	5
9	0	62	80	372	18	274	310	18	18
10	0	71	93	692	20	579	621	22	22
0	0	0	0	692	554	0	692	138	0
