id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
6	0	31	38	45	7	0	14	7	7
4	0	11	23	48	13	0	37	24	12
1	0	0	0	106	12	77	106	17	0
8	0	57	57	109	23	0	52	29	0
7	0	48	48	126	7	53	78	18	0
5	0	29	33	144	7	104	115	4	4
2	0	9	9	245	19	217	236	0	0
3	0	10	15	277	12	250	267	5	5
9	0	62	67	359	18	274	297	5	5
10	0	71	90	689	20	579	618	19	19
0	0	0	0	689	551	0	689	138	0
