id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	70	40	0	70	30	0
8	0	70	125	542	13	0	472	459	55
6	0	29	103	1130	86	4	1101	1011	74
4	0	12	29	1229	134	11	1217	1072	17
7	1	37	114	1542	176	5	1505	1324	77
5	1	19	70	1888	227	3	1869	1639	51
9	2	103	226	2195	297	12	2092	1783	123
3	2	10	12	2261	506	9	2251	1736	2
2	3	5	5	2446	659	4	2441	1778	0
10	3	123	476	2489	346	5	2366	2015	353
0	0	0	0	2489	5	0	2489	2484	0
