id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	40	40	0	40	0	0
8	0	70	420	433	13	0	363	350	350
6	0	29	350	1290	86	4	1261	1171	321
4	0	12	240	1808	134	11	1796	1651	228
5	0	19	250	1883	227	3	1864	1634	231
7	0	37	360	1888	176	5	1851	1670	323
9	0	103	433	1944	297	12	1841	1532	330
10	0	123	533	2121	346	5	1998	1647	410
3	0	10	140	2287	506	9	2277	1762	130
2	0	5	40	2484	659	4	2479	1816	35
0	0	0	0	2484	0	0	2484	2484	0
