id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	35	0	0	40	40	0	40	0	0
8	35	70	612	625	13	0	555	542	542
6	48	29	395	1095	86	4	1066	976	366
4	50	12	245	1113	134	11	1101	956	233
7	29	37	552	1218	176	5	1181	1000	515
5	58	19	255	1687	227	3	1668	1438	236
9	88	103	625	2091	297	12	1988	1679	522
2	127	5	40	2388	659	4	2383	1720	35
3	163	10	145	2454	506	9	2444	1929	135
10	175	123	766	2484	346	5	2361	2010	643
0	0	0	0	2484	0	0	2484	2484	0
