id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	10	0	0	14	14	0	14	0	0
4	10	14	23	33	10	0	19	9	9
5	10	20	33	36	3	0	16	13	13
8	10	31	79	80	1	0	49	48	48
9	10	87	87	88	1	0	1	0	0
2	8	11	14	121	12	95	110	3	3
6	22	23	36	138	45	57	115	13	13
7	6	24	73	222	26	122	198	50	49
3	4	12	21	289	6	233	277	38	9
10	4	91	91	323	11	221	232	0	0
0	0	0	0	323	194	0	323	129	0
