id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	14	14	0	14	0	0
5	0	20	23	26	3	0	6	3	3
8	0	31	32	33	1	0	2	1	1
4	0	14	33	43	10	0	29	19	19
9	0	87	87	88	1	0	1	0	0
2	0	11	16	123	12	95	112	5	5
6	0	23	46	148	45	57	125	23	23
7	0	24	26	191	26	122	167	19	2
3	0	12	14	262	6	233	250	11	2
10	0	91	91	323	11	221	232	0	0
0	0	0	0	323	194	0	323	129	0
