id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
5	0	41	48	64	16	0	23	7	7
3	0	3	8	102	25	30	99	44	5
9	0	81	102	107	5	0	26	21	21
4	0	32	39	121	23	37	89	29	7
6	0	58	64	142	6	70	84	8	6
7	0	64	66	171	4	101	107	2	2
2	0	2	7	294	10	277	292	5	5
1	0	0	0	339	52	236	339	51	0
10	0	97	121	355	18	216	258	24	24
8	0	69	75	358	7	275	289	7	6
0	0	0	0	358	192	0	358	166	0
