id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
5	0	41	58	88	16	0	47	31	17
9	0	81	101	106	5	0	25	20	20
3	0	3	8	127	25	30	124	69	5
4	0	32	37	131	23	37	99	39	5
6	0	58	78	154	6	70	96	20	20
7	0	64	80	185	4	101	121	16	16
2	0	2	7	294	10	277	292	5	5
1	0	0	0	335	52	236	335	47	0
10	0	97	116	355	18	216	258	24	19
8	0	69	88	370	7	275	301	19	19
0	0	0	0	370	204	0	370	166	0
