id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
10	0	84	121	242	72	2	158	84	37
5	0	26	65	248	22	127	222	73	39
8	0	52	57	359	68	13	307	226	5
2	0	3	359	579	148	35	576	393	356
6	0	34	155	877	195	49	843	599	121
4	0	24	430	898	129	197	874	548	406
9	0	62	925	1078	153	0	1016	863	863
1	0	0	0	1264	298	153	1264	813	0
3	0	4	97	1654	276	461	1650	913	93
7	0	47	1293	1675	295	87	1628	1246	1246
0	0	0	0	1675	19	0	1675	1656	0
