id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
9	0	62	606	759	153	0	697	544	544
2	0	3	57	870	148	35	867	684	54
5	0	26	224	1042	22	127	1016	867	198
8	0	52	582	1102	68	13	1050	969	530
7	0	47	289	1104	295	87	1057	675	242
10	0	84	759	1181	72	2	1097	1023	675
6	0	34	240	1325	195	49	1291	1047	206
1	0	0	0	1538	298	153	1538	1087	0
4	0	24	152	1559	129	197	1535	1209	128
3	0	4	128	1667	276	461	1663	926	124
0	0	0	0	1667	11	0	1667	1656	0
