id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
4	0	24	39	293	70	0	269	199	15
2	0	13	13	984	96	2	971	873	0
5	0	28	77	1272	155	14	1244	1075	49
1	0	0	0	1448	216	2	1448	1230	0
9	1	85	360	1601	153	0	1516	1363	275
10	1	90	516	1669	182	0	1579	1397	426
7	1	71	253	1861	251	3	1790	1536	182
3	2	21	24	1981	295	7	1960	1658	3
6	2	39	90	2273	481	19	2234	1734	51
8	2	77	293	2351	452	33	2274	1789	216
0	0	0	0	2351	0	0	2351	2351	0
