id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
4	0	24	306	376	70	0	352	282	282
5	0	28	178	628	155	14	600	431	150
2	0	13	455	642	96	2	629	531	442
1	0	0	0	834	216	2	834	616	0
9	0	85	946	1099	153	0	1014	861	861
10	0	90	1099	1281	182	0	1191	1009	1009
8	0	77	242	1663	452	33	1586	1101	165
7	0	71	118	1669	251	3	1598	1344	47
3	0	21	642	1870	295	7	1849	1547	621
6	0	39	1870	2370	481	19	2331	1831	1831
0	0	0	0	2370	19	0	2370	2351	0
