id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
8	0	72	434	575	141	0	503	362	362
10	0	97	723	816	93	0	719	626	626
1	0	0	0	893	177	6	893	710	0
2	0	22	100	971	86	3	949	860	78
4	0	39	146	1104	122	11	1065	932	107
6	0	43	391	1236	99	2	1193	1092	348
9	0	83	575	1859	500	18	1776	1258	492
3	0	31	108	1930	270	6	1899	1623	77
5	0	42	262	2153	416	30	2111	1665	220
7	0	62	419	2627	716	43	2565	1806	357
0	0	0	0	2627	7	0	2627	2620	0
