id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
10	0	97	410	503	93	0	406	313	313
2	0	22	22	564	86	3	542	453	0
6	0	43	97	635	99	2	592	491	54
4	0	39	43	1030	122	11	991	858	4
1	0	0	0	1196	177	6	1196	1013	0
8	1	72	143	1237	141	0	1165	1024	71
3	1	31	31	1528	270	6	1497	1221	0
5	1	42	72	2009	416	30	1967	1521	30
9	4	83	304	2501	500	18	2418	1900	221
7	5	62	127	2620	716	43	2558	1799	65
0	0	0	0	2620	0	0	2620	2620	0
