id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	21	22	100	224	86	3	202	113	78
6	31	43	469	583	99	2	540	439	426
8	35	72	632	773	141	0	701	560	560
10	35	97	921	1014	93	0	917	824	824
1	67	0	0	1352	177	6	1352	1169	0
4	75	39	224	1358	122	11	1319	1186	185
3	57	31	108	1524	270	6	1493	1217	77
5	61	42	340	2048	416	30	2006	1560	298
7	157	62	497	2596	716	43	2534	1775	435
9	209	83	773	2620	500	18	2537	2019	690
0	0	0	0	2620	0	0	2620	2620	0
