id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
10	0	97	589	682	93	0	585	492	492
1	0	0	0	759	177	6	759	576	0
2	0	22	100	837	86	3	815	726	78
6	0	43	346	1053	99	2	1010	909	303
8	0	72	389	1143	141	0	1071	930	317
4	0	39	146	1224	122	11	1185	1052	107
3	0	31	108	1778	270	6	1747	1471	77
5	0	42	246	2229	416	30	2187	1741	204
9	0	83	489	2353	500	18	2270	1752	406
7	0	62	374	2627	716	43	2565	1806	312
0	0	0	0	2627	7	0	2627	2620	0
