id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
7	0	52	239	242	3	0	190	187	187
4	0	32	41	252	21	0	220	199	9
3	0	29	32	730	57	1	701	643	3
9	0	111	383	1131	225	108	1020	687	272
2	1	20	20	1174	125	0	1154	1029	0
6	1	41	129	1522	271	255	1481	955	88
5	1	37	70	1582	263	160	1545	1122	33
1	1	0	0	1819	363	124	1819	1332	0
8	3	70	252	2543	638	415	2473	1420	182
10	10	129	394	4348	1474	1063	4219	1682	265
0	0	0	0	4348	908	0	4348	3440	0
