id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
7	0	52	239	242	3	0	190	187	187
4	0	32	252	273	21	0	241	220	220
3	0	29	273	361	57	1	332	274	244
1	0	0	0	548	363	124	548	61	0
9	0	111	391	816	225	108	705	372	280
2	0	20	816	941	125	0	921	796	796
5	0	37	626	1245	263	160	1208	785	589
6	0	41	242	1506	271	255	1465	939	201
8	0	70	298	2289	638	415	2219	1166	228
10	0	129	1655	4294	1474	1063	4165	1628	1526
0	0	0	0	4294	854	0	4294	3440	0
