id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
4	0	32	225	246	21	0	214	193	193
7	0	52	356	359	3	0	307	304	304
2	0	20	100	675	125	0	655	530	80
3	0	29	200	707	57	1	678	620	171
9	0	111	490	1396	225	108	1285	952	379
1	0	0	0	1633	363	124	1633	1146	0
6	0	41	346	1794	271	255	1753	1227	305
5	0	37	246	2005	263	160	1968	1545	209
8	0	70	359	2744	638	415	2674	1621	289
10	0	129	550	4227	1474	1063	4098	1561	421
0	0	0	0	4227	787	0	4227	3440	0
